tconst,primaryTitle,startYear,genres,runtimeMinutes,averageRating,numVotes,ProductionBudget,BoxOffice,Awards,PlotKeywords,ProductionStudio,Country,Metascore,tomatoRating,tomatoUserRating,Rated,Rating
tt11368662,Him,\N,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11368686,A Creepshow Holiday Special: Shapeshifters Anonymous,2020,"Fantasy,Horror,Mystery",46,6.6,909.0,,,,An anxious man who is trying to figure out his disorder enlists into an organization called Shapeshifters Anonymous without realizing that Santa Clauses are after him.,,United States,N/A,N/A,N/A,TV-MA,6.6
tt1136932,Shay Jordan: Scream,2007,"Adult,Horror",120,4.8,6.0,,,,,,USA,N/A,N/A,N/A,N/A,N/A
tt11369472,Dr. Death,1958,"Fantasy,Horror,Mystery",\N,0.0,0.0,,,,"A hosted horror movie show with Ted Knight as ""Dr. Death"" presenting movies on WJAR-TV, Channel 10 Providence, Rhode Island in the late 1950s.",,United States,N/A,N/A,N/A,N/A,N/A
tt11369640,Jasper,\N,Horror,\N,0.0,0.0,,,,A young woman and her friends are stalked by a vicious serial killer who feeds his victims to his pigs.,,United States,N/A,N/A,N/A,N/A,N/A
tt11369688,Sheol,2020,Horror,\N,0.0,0.0,,,,,,India,N/A,N/A,N/A,N/A,N/A
tt11369966,Secret the Unfold,2020,Horror,\N,0.0,0.0,,,,,,India,N/A,N/A,N/A,N/A,N/A
tt11370052,Episode #1.221,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370054,Episode #1.222,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370058,Episode #1.224,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370060,Episode #1.223,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370062,Episode #1.225,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370064,Episode #1.226,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370066,Episode #1.227,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
tt11370068,Episode #1.228,1995,Horror,\N,0.0,0.0,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
