tconst,primaryTitle,startYear,genres,runtimeMinutes,averageRating,numVotes,ProductionBudget,BoxOffice,Awards,PlotKeywords,ProductionStudio,Country,Metascore,tomatoRating,tomatoUserRating,Rated,Rating
tt0436067,Angry and Moist: An Undead Chronicle,2004,"Comedy,Horror,Short",23,7.0,60.0,,,,Herbert West's half brother continues his bid to conquer brain death.,,United Kingdom,N/A,N/A,N/A,N/A,7.0
tt0436080,Around Midnight,2004,Horror,61,5.9,21.0,,,,,,N/A,N/A,N/A,N/A,N/A,5.9
tt0436098,Bare Wench Project: Uncensored,2003,"Comedy,Horror",87,3.8,146.0,,,,An adult film that spoofs The Blair Witch.,,USA,N/A,N/A,N/A,N/A,4.7
tt0436154,Cabras,2009,"Horror,Music",\N,0.0,0.0,,,,"Twenty bands unite from around the world for one film. Twenty months of filming, struggles and peace. Twenty visions one director.",,USA,N/A,N/A,N/A,N/A,6.8
tt0436200,Creatures from the Pink Lagoon,2006,"Comedy,Horror",71,5.3,229.0,,,,"In 1967, a chemical plant near a discreet roadside restroom causes an outbreak of gay zombies. At a near by beach cottage a group of best friends must fight off the undead.",Ariztical Entertainment,United States,N/A,N/A,N/A,Not Rated,5.2
tt0436217,Dead Body Man,2004,"Comedy,Horror",100,3.2,155.0,,,,,,USA,N/A,N/A,N/A,N/A,3.1
tt0436230,Mexican Devil,2010,"Horror,Thriller",\N,7.0,52.0,,,,"When 6 strangers meet at an abandoned resort off the coast in Baja Mexico, they are thrown into a nightmare confontation from which there may be no escape.",,United States,N/A,N/A,N/A,N/A,6.8
tt0436232,The Devil's Courthouse,2004,"Comedy,Fantasy,Horror",71,5.8,22.0,,,,"Four friends Amber, Kelly, Preston, and Brian go out into the woods on a quest for spiritual enlightment to The Devil's Courthouse, which has long been rumored a mystical place. Native ...",,USA,N/A,N/A,N/A,N/A,6.1
tt0436241,Dnevnoy predstavitel,2004,Horror,\N,6.2,41.0,,,,,,Russia,N/A,N/A,N/A,N/A,6.2
tt0436261,El Matadero,2004,"Crime,Drama,Horror",86,6.8,39.0,,,,"In the late 1950's, the U.S. Department of Defense used the drainage tunnels underneath Los Angeles to secretly transport nuclear weapons to their Cold War storage facilities in the hills above Pasadena. These tunnels were eventually",,United States,N/A,N/A,N/A,N/A,4.8
tt0436263,L'emmurée des Balkans,1910,"Horror,Short",\N,4.8,11.0,,,,,,France,N/A,N/A,N/A,N/A,N/A
tt0436301,Feeding the Masses,2004,Horror,85,4.1,483.0,,,,A darkly satiric horror film that takes an acid look at the current state of the news media while a mysterious plague is bringing the dead back to life. A small group of news reporters and ...,,USA,N/A,N/A,N/A,R,4.5
tt0436318,Fizz,1999,"Comedy,Horror,Short",4,8.1,44.0,,,,A man is terrorized by a sentient soda machine.,,New Zealand,N/A,N/A,N/A,N/A,8.3
tt0436320,Flatmates Wanted,2004,"Comedy,Horror,Thriller",80,5.4,39.0,,,,"""Young musician Luke comes 'to' on the floor of his room to discover his flatmates have vanished and an ominous message is scrawled across the wall. With no recollection at all of the previous evening's events Luke is left, confus...",,New Zealand,N/A,N/A,N/A,N/A,5.6
tt0436343,The Garden,2006,"Drama,Horror,Thriller",92,4.6,828.0,,,,A troubled young boy and his father on a road trip stumble upon a rural farm where the elderly owner has sinister plans for the both of them involving witchcraft and evil.,,United States,N/A,N/A,N/A,Not Rated,4.6
tt0436359,Ghost of Mae Nak,2005,Horror,101,5.1,858.0,,,,A young couple reawaken the spirit of a famous old Thai legend.,,Thailand,N/A,N/A,N/A,Not Rated,5.1
tt0436366,Gorgonas,2004,"Animation,Fantasy,Horror",14,7.1,125.0,,,,A retake on the classic story of the gorgons brought forward to the modern world and turned into an apocalyptic horror story.,,Argentina,N/A,N/A,N/A,N/A,7.1
tt0436374,The Uninvited Guest,2004,"Drama,Horror,Mystery",90,6.7,6192.0,,,1 win & 6 nominations,"In the dark corridors of Félix's house, an intruder is hiding. Is he real, or is he a manifestation inside the obscure maze of his mind?",,Spain,N/A,N/A,N/A,R,6.7
tt0436498,Last Rites,2006,"Action,Horror,Sci-Fi",90,3.4,1006.0,,,,"In Los Angeles, a meteor bringing some sort of disease falls on a group of homeless and turns them into flesh eater zombies. Meanwhile, two rival gangs are dealing drugs with an ...",,USA,N/A,N/A,N/A,R,3.4
tt0436548,Machined,2006,"Adventure,Comedy,Horror",92,2.7,931.0,,,,"Some collectors go to extreme lengths to get what they want. For Motor Man Dan, that's his very own serial killer. When an innocent victim becomes trapped in his truck stop, the building of the final missing piece of his collection begins.",,USA,N/A,N/A,N/A,R,2.8
tt0436614,Slayer Santa,2000,"Horror,Short",32,5.9,42.0,,,,,,Finland,N/A,N/A,N/A,N/A,5.3
tt0436636,No More Souls: One Last Slice of Sensation,2004,"Horror,Short",6,5.8,239.0,,,,"Earth has been silenced and mankind eradicated by one final war. Now in the bowels of Hell Pinhead, Leader of the Cenobites finds himself bored, tortured by his own immortality and facing the fear that his own dark legion will eventually turn upon him. The only thing left to do?..the last possible slice of sensation he can experience?...to open the puzzle box himself.",,USA,N/A,N/A,N/A,N/A,6.9
tt0436638,Nocturne,1999,"Action,Adventure,Horror",\N,8.4,142.0,,,,,,USA,N/A,N/A,N/A,N/A,8.7
tt0436644,Not Dead Enough,2005,Horror,81,2.4,90.0,,,,A woman with special powers who moves into her new home only to find out it is haunted by a dead convict. Confronting the unsettled spirit could mean her life.,,USA,N/A,N/A,N/A,R,2.6
tt0436655,Osore-zan: kôrei fakku,2002,"Adult,Horror",82,3.8,8.0,,,,,,Japan,N/A,N/A,N/A,N/A,N/A
tt0436701,Raiders of the Damned,2007,Horror,90,1.9,297.0,,,,"Their bodies are rotting corpses, but their minds are still hideously alive! In the final days of World War III, an unleashed biochemical weapon rendered Earth a post-apocalyptic wasteland overrun by cannibalistic zombies. When a ...",,United States,N/A,N/A,N/A,R,1.9
tt0436717,Return of the Jackalope,2006,"Comedy,Horror",\N,5.3,111.0,,,,"Mockumentary about a producer who attempts to reunite the cast and crew of the horror B-movie, ""Curse of the Jackalope,"" for a 10-year reunion screening.",,United States,N/A,N/A,N/A,N/A,5.3
tt0436722,The Risen,2004,"Action,Horror,Sci-Fi",80,2.6,86.0,,,,In 1962 a top secret government agency designed a spaceship to explore the deepest reaches of outer space. On its voyage back to Earth it disappeared without a trace. 44 years later Jack ...,,USA,N/A,N/A,N/A,N/A,2.4
tt0436768,'Shitsurakuen': jôbafuku onna harakiri,1990,"Horror,Short",34,5.5,148.0,,,,A woman commits Sepukku on herself.,,Japan,N/A,N/A,N/A,N/A,5.4
tt0436769,Shôwa kayô daizenshû,2003,"Drama,Horror",112,6.5,517.0,,,,One of a gang of karaoke loving middle aged women is murdered by a young man. Her friends track him down and kill him. His friends track them down and kill the killer ..... and it escalates!,,Japan,N/A,N/A,N/A,Not Rated,6.5
tt0436774,Skarecrow,2004,Horror,90,2.2,288.0,,,,Terror strikes in the backwoods of Tennessee when an age-old curse resurfaces and takes revenge on a group of friends on a weekend getaway at a family cabin.,,United States,N/A,N/A,N/A,R,2.2
tt0436848,Trick or Treat!,2003,"Horror,Short",8,6.2,23.0,,,,An evil little trick-or-treater gets into a woman's house and wreaks havoc on her.,,United States,N/A,N/A,N/A,N/A,5.5
tt0436983,Zombie Business,2004,"Horror,Short",16,7.0,25.0,,,1 nomination.,"Zombie business is unleashed as the ""invisible hand"" of ""voodoo economics"" produces disposible people. Shot in Super 8, the film evokes the silent era, while also mixing B-movie horror, experimental cinema and political satire.",,Canada,N/A,N/A,N/A,N/A,6.9
tt0436984,Zombie Cop vs. the Alien Terror,2001,"Comedy,Horror,Short",35,5.1,13.0,,,,"After surviving a vicious zombie attacked launched by the evil Mortel Corporation, officer Murray Sanchez has become Zombie Cop a tough walking, rough talking undead enforcer hellbent on ...",,Canada,N/A,N/A,N/A,N/A,4.5
tt0436985,Zombiegore,2003,Horror,90,4.4,79.0,,,,"A deranged doctor tries to make a new breed of supersoldier by performing horrible experiments on innocent people in his backgarden. A girl and her aggressive boyfriend are to become his next victims, but they fight back!",,Netherlands,N/A,N/A,N/A,N/A,4.2
tt0437039,Fangoria TV Presents Trailer Park,2005,"Comedy,Horror",30,0.0,0.0,,,,Debbie Rochon hosts a collection of old B-movie theatrical trailers to compare them with A-list movies which allegedly rip off the stories from the B-films.,,N/A,N/A,N/A,N/A,N/A,N/A
tt0437140,The Curio Trunk,2000,"Horror,Short",22,7.3,13.0,,,,"A henpecked husband buys a steamer trunk from a mysterious antique dealer. His nagging wife hates it, he's obsessed by it, but whatever the trunk contains, it's not letting its secret out so easily...",,USA,N/A,N/A,N/A,N/A,6.7
tt0437149,Dead Flesh,2001,"Comedy,Horror",79,7.5,26.0,,,,"When high school underachiever Ben meets the mysterious Maggie, the new girl at Vincent Price High, he falls instantly in love. She's a bit tougher to convince; who has time for romance when you're busy cracking skulls and eating ...",,United States,N/A,N/A,N/A,Not Rated,7.6
tt0437150,Deadwood Park,2007,"Horror,Mystery",117,4.6,508.0,,,,"The small community of Eidolon Crossing once boasted a flourishing economy and great prosperity, fueled by Dogwood Park, an amusement park at the edge of town. Then the child murders began. When the first child's corpse was discov...",,United States,N/A,N/A,N/A,Not Rated,4.6
tt0437179,See No Evil,2006,"Action,Horror,Thriller",84,5.0,29182.0,"$15,032,800","$15,032,800",3 nominations,"A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain - a group that include...",,"United States, Australia",17,N/A,N/A,R,5.0
tt0437180,Eye of Cruelty,2004,Horror,60,0.0,0.0,,,,"Eye of Cruelty takes us into the mind of Edgar Bierce, agoraphobe and underground cartoonist, whose life takes a horrifying turn when a man is beaten to death outside his apartment.",,USA,N/A,N/A,N/A,N/A,N/A
tt0437217,Headhunter,2005,"Horror,Thriller",90,4.4,466.0,,,1 win,"Ambitious young go-getter Ben Caruso signs on with sexy corporate headhunter Sarah Tierney. Sarah gets Ben a new job with great pay working the graveyard shift. However, Ben soon discovers that Sarah is a witch and his coworkers a...",,United States,N/A,N/A,N/A,R,4.4
tt0437234,House of Grimm,2005,"Horror,Thriller",\N,6.9,34.0,,,,,,USA,N/A,N/A,N/A,N/A,6.1
tt0437280,Khooni Raat,1991,"Horror,Mystery",\N,5.5,35.0,,,,,,India,N/A,N/A,N/A,N/A,5.2
tt0437348,Nagual,1985,"Fantasy,Horror,Mystery",10,0.0,0.0,,,,"An ancient mysterious spirit of the forest known as the Nahual, devours anyone who intrudes on her domain.",,Mexico,N/A,N/A,N/A,N/A,N/A
tt0437353,Necromaniac: Schizophreniac 2,2003,"Comedy,Drama,Horror",93,4.3,157.0,,,,Deranged and drug-addled misogynistic lunatic Harry Russo suffers from painful flashbacks concerning the abuse he suffered from his parents as a kid. Accompanied by his ventriloquist dummy ...,,USA,N/A,N/A,N/A,N/A,4.4
tt0437362,Nocturnal,2005,"Horror,Short",10,6.8,8.0,,,,"Two middle aged brothers take a road trip up north for the funeral of their recently deceased mother. After car problems leave them stranded at the side of the road, they quickly find themselves the toy in a sick and twisted game ...",,Canada,N/A,N/A,N/A,N/A,N/A
tt0437363,Saint Francis,2007,Horror,72,3.1,135.0,,,,"Francis, the son of a corrupt TV preacher, tumbles down a hallucinatory rabbit-hole of sex, drugs, aliens, fratricide, and planetary apocalypse in this twisted take on the life of Saint Francis.",,United States,N/A,N/A,N/A,N/A,3.1
tt0437484,Spooked: The Ghosts of Waverly Hills Sanatorium,2006,"Documentary,History,Horror",82,5.1,456.0,,,,"SPOOKED, The Ghosts of Waverly Hills Sanatorium, documents paranormal evidence including, ORBS, EVPS, Shadow People, Ghostly Photography and video, interviews with actual patients, ghost hunters and the people of Waverly Hills San...",,United States,N/A,N/A,N/A,Not Rated,5.1
tt0437498,Swarmed,2005,"Action,Drama,Horror",96,3.8,1431.0,,,,The residents of a small town find themselves battling a swarm of hornets which has been sprayed by a super pesticide.,,Canada,N/A,N/A,N/A,PG-13,3.8
tt0437513,To Dream or Not to Dream,2004,"Horror,Short",30,0.0,0.0,,,,,,USA,N/A,N/A,N/A,N/A,N/A
tt0437807,Alpha Dead,2004,"Horror,Short",11,6.8,23.0,,,,"When the most evil sorority house on campus is zombified, it's up to the ample bosomed pledgie Gwen and the not-so-ample bosomed pizza guy Joe Coburn to save the day.",,USA,N/A,N/A,N/A,N/A,6.6
tt0437852,Batuta ni Drakula,1971,Horror,120,6.6,12.0,,,,,,Philippines,N/A,N/A,N/A,N/A,N/A
tt0437857,Behind the Mask: The Rise of Leslie Vernon,2006,"Comedy,Horror,Thriller",92,6.7,25763.0,"$69,136","$69,136",5 wins & 3 nominations,The next great killer and psychopath has given a documentary film crew exclusive access to his life as he plans his reign of terror over the quiet town of Glen Echo.,,United States,66,N/A,N/A,R,6.7
tt0437882,Breathtaking Views,2004,"Horror,Short",5,0.0,0.0,,,,"Summer time at the Tuileries Gardens in Paris is a time of carefree fun and romance, but amidst the happy crowds lurks a psychopath with evil intentions.",,United States,N/A,N/A,N/A,N/A,N/A
tt0437887,Broadcast 23,2005,"Action,Comedy,Horror",7,7.0,52.0,,,,"""Broadcast 23"" is a comedy disguised as a horror film. Professor Russell Morgan thinks he's on to the scientific break-through of the century. He couldn't be more right... or more wrong. ""May God have mercy on our souls, Broadcast...",,United States,N/A,N/A,N/A,N/A,6.7
tt0437888,Brutal,2006,"Crime,Drama,Horror",90,5.0,52.0,,,,"Five small time criminals plan the kidnapping of a rich girl. Everything that could go wrong with the plan actually goes wrong, leading them to a weird massacre.",,Greece,N/A,N/A,N/A,R,5.0
tt0437970,Disturbances,2004,"Horror,Short",5,4.5,39.0,,,,,,United States,N/A,N/A,N/A,Not Rated,4.5
tt0437987,Duke Nukem 64,1997,"Action,Comedy,Horror",\N,7.4,188.0,,,,,,USA,N/A,N/A,N/A,N/A,7.7
tt0438021,Fangoria: Blood Drive,2004,Horror,119,4.4,180.0,,,,"Short film collection bringing together the winners of the Blood Drive film contest hosted by Fangoria. Titles include The Hitch, A Man And His Finger, Inside, Shadows Of The Dead, Mr. Eryams, Disturbances, and Song Of The Dead.",,USA,N/A,N/A,N/A,Not Rated,4.3
